Feature ID,Locus Name,Gene length,Chromosome region start,Chromosome region end,0 Hour Time Point Unique gene reads,Total gene reads,RPKM,6 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM  0 to 6 hours ,12 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 12 hours,21 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 21 hours
alr1346,alr1346,1084,1598873,1599957,890,890,47.90785692,586,586,34.22008169,-1.399992477,321,321,16.69700049,-2.869249297,239,239,12.34992576,-3.879202019
psbI,asr1277,217,1516378,1516595,885,885,237.9740251,481,481,140.3130454,-1.696022094,1262,1262,327.9157909,1.377947828,896,896,231.2831554,-1.028929343
alr1299,alr1299,1276,1539989,1541265,879,880,40.24185735,448,448,22.22491188,-1.810664427,364,364,16.08471681,-2.501869186,891,895,39.2887389,-1.024259329
ccmK (Nostoc_chromosome 996486..996931),all0867,445,996486,996931,872,1146,150.2694255,598,768,109.2481062,-1.375487693,1941,2680,339.5763945,2.259783674,2445,3047,383.5377987,2.552334231
atpA,all0005,1621,4453,6074,868,868,31.24515833,670,670,26.16402142,-1.194203209,1050,1050,36.5232145,1.16892397,2283,2283,78.88939485,2.524851819
all4986,all4986,1042,5957520,5958562,866,866,48.49491389,417,417,25.33267457,-1.914322696,9,9,0.487009575,-99.57692074,72,72,3.870441481,-12.52955616
petD,alr3422,583,4131104,4131687,864,864,86.47512673,434,434,47.12310326,-1.835089813,1103,1103,106.6767233,1.233611645,1151,1151,110.5865977,1.278825506
all4503,all4503,862,5392987,5393849,862,878,59.43376866,503,520,38.18640602,-1.556411688,1836,1849,120.9462354,2.034975034,1271,1292,83.9558525,1.412595135
alr4112,alr4112,1489,4955114,4956603,858,858,33.62316637,452,452,19.21571041,-1.749774827,649,649,24.57608547,-1.368125384,680,680,25.58055383,-1.314403378
alr1746,alr1746,649,2100691,2101340,843,843,75.79296506,519,519,50.62154188,-1.497247264,134,134,11.64187177,-6.510376216,159,159,13.72297131,-5.523072469
all4450,all4450,2161,5336085,5338246,830,830,22.41141847,890,890,26.0704152,1.163264844,1255,1255,32.7455032,1.461108017,1442,1442,37.37715328,1.667772762
rps2,all4792,898,5709699,5710597,820,820,53.28237014,595,595,41.94240574,-1.270369908,1938,1938,121.6858684,2.283792333,3359,3359,209.5218862,3.932292908
plsX,alr0238,1126,255853,256979,818,818,42.38975755,608,608,34.18045951,-1.240175181,709,709,35.50344978,-1.193961652,805,805,40.04545365,-1.058541075
cpcG3,alr0536,814,626447,627261,812,815,58.42237705,617,617,47.98146094,-1.21760313,557,558,38.65204743,-1.511495016,676,677,46.58649016,-1.254062644
alr2119,alr2119,1564,2537818,2539382,810,835,31.15270382,388,403,16.31101569,-1.909918083,19,19,0.684982635,-45.47955265,43,44,1.575838315,-19.76897219
alr1222,alr1222,1423,1442167,1443590,809,809,33.17337369,488,488,21.70839074,-1.528136014,1607,1607,63.67569391,1.919482007,1446,1446,56.9192437,1.715811127
apcC,asr0023,307,20769,21076,805,805,153.0042605,455,455,93.8179047,-1.630864184,689,689,126.5445822,-1.209093727,432,432,78.82084735,-1.941164878
all4499,all4499,1741,5387771,5389512,804,804,26.94655789,587,587,21.34283163,-1.262557769,1668,1668,54.02067232,2.004733685,972,972,31.27254469,1.160539495
alr3644,alr3644,1921,4396488,4398409,803,803,24.39125799,273,273,8.995969831,-2.711353912,1336,1336,39.21405946,1.607709593,825,825,24.05593888,-1.01393914
rpoB,alr1594,3496,1866957,1870453,795,795,13.26910785,661,661,11.96858321,-1.108661536,2489,2489,40.14358759,3.025341872,2755,2755,44.14138008,3.326627575
all4377,all4377,601,5244478,5245079,782,782,75.92386363,489,489,51.50472768,-1.474114456,504,504,47.28449707,-1.605681954,730,730,68.03683714,-1.115922886
alr0577,alr0577,598,670606,671204,778,778,75.91444694,519,519,54.93876368,-1.381801152,780,780,73.54550399,-1.032210575,837,837,78.40071114,1.03275087
asr0785,asr0785,283,908113,908396,774,774,159.5881148,191,191,42.72279329,-3.735432601,2080,2080,414.418953,2.596803361,1257,1257,248.796674,1.558992499
alr2308,alr2308,1378,2780622,2782000,772,780,33.02869424,424,427,19.6151379,-1.683836964,643,644,26.35113704,-1.253406796,562,563,22.88521018,-1.443233162
atpC,all0004,1048,3417,4465,764,765,42.59377887,722,744,44.93909902,1.055062505,764,764,41.1050126,-1.036218606,1776,1784,95.35188773,2.238634144
alr2309,alr2309,1840,2781939,2783779,752,753,23.87938693,650,653,22.46508501,-1.062955556,1427,1432,43.88215071,1.83765818,1334,1337,40.70139667,1.704457355
rps5,all4199,625,5043651,5044276,749,760,70.95444287,808,962,97.43337869,1.37318221,1452,1466,132.2563895,1.86396206,3595,3627,325.0598018,4.581246624
alr3344,alr3344,2113,4040355,4042468,739,739,20.4075543,582,582,17.43557184,-1.170455118,931,931,24.8435065,1.217368144,1950,1950,51.69289349,2.533027365
minE,asr3457,394,4167818,4168212,736,742,109.8888688,216,226,36.30988935,-3.026417067,1008,1013,144.9692637,1.319235199,792,798,113.4494507,1.032401661
all3660,all3660,778,4417144,4417922,735,735,55.12565484,335,335,27.25699146,-2.022440918,2817,2817,204.1596722,3.703532825,1744,1744,125.5632683,2.277764658
ccmL,all0866,406,996174,996580,734,1015,145.8767329,309,380,59.24753295,-2.462157083,1550,2267,314.8387622,2.15825208,2112,2662,367.2634804,2.517628913
alr2577,alr2577,937,3079810,3080747,707,709,44.15223206,338,351,23.71265778,-1.861968931,898,898,54.03802346,1.223902415,862,865,51.70972696,1.171169034
all3173,all3173,532,3842359,3842891,706,706,77.43531835,383,383,45.5721848,-1.699179416,504,504,53.41726079,-1.449631022,629,629,66.22694795,-1.169241838
alr4979,alr4979,754,5948186,5948940,702,702,54.32650742,378,378,31.73460975,-1.711900913,296,296,22.13518086,-2.454306009,310,310,23.02958309,-2.358987881
alr2887,alr2887,2329,3524996,3527325,702,702,17.58788604,549,549,14.92160585,-1.178685875,4612,4612,111.6561168,6.348467152,3013,3013,72.46451188,4.120137674
alr5283,alr5283,796,6303115,6303911,700,700,51.31342363,234,234,18.608677,-2.757499827,1195,1195,84.64816487,1.649630036,868,868,61.08047215,1.190341003
alr3799,alr3799,1840,4589708,4591548,699,699,22.16692093,499,499,17.16704046,-1.291248831,377,377,11.55277292,-1.91875328,512,512,15.58647352,-1.422189625
ilvG,all4613,1999,5514171,5516170,694,694,20.25781943,537,537,17.0049046,-1.191292743,690,690,19.46251706,-1.040863284,864,865,24.23812614,1.196482485
alr4320,alr4320,952,5172690,5173642,689,689,42.23070124,297,297,19.74841336,-2.138435147,279,279,16.52456229,-2.555632064,435,435,25.59458173,-1.649985989
alr4957,alr4957,1177,5911791,5912968,688,688,34.10813669,660,660,35.49606254,1.040691928,386,386,18.49156002,-1.844524564,447,447,21.2729044,-1.603360597
alr1109,alr1109,493,1298802,1299295,682,682,80.7204315,380,380,48.79208596,-1.654375498,10,10,1.143709663,-70.57772973,45,45,5.112829643,-15.78781949
rpl12,alr5303,493,6323811,6324304,681,685,81.07550671,490,492,63.17291129,-1.283390381,2313,2314,264.654416,3.264295553,5117,5122,581.9536319,7.177921612
alr1133,alr1133,583,1333766,1334349,679,679,67.95904056,409,409,44.40863879,-1.530311273,1256,1256,121.4741292,1.78746092,952,952,91.466934,1.345912674
apcD,all3653,586,4409047,4409633,674,674,67.11325458,401,401,43.31710908,-1.549347498,691,691,66.48798037,-1.009404319,739,739,70.63867598,1.052529436
alr1690,alr1690,1375,2018566,2019941,671,710,30.1301761,501,513,23.61714386,-1.275775609,910,937,38.42373713,1.275257635,727,745,30.34934361,1.00727402
all3872,all3872,901,4672521,4673422,665,665,43.0668268,424,424,29.78885248,-1.445736348,1361,1361,85.17184282,1.977667015,1391,1391,86.47649266,2.00796063
alr2304,alr2304,748,2774701,2775449,660,660,51.48590572,326,326,27.58853951,-1.866206281,4150,4150,312.8305863,6.076043179,2116,2116,158.4564031,3.077665643
all1670,all1670,448,1992716,1993164,658,658,85.70258057,322,322,45.49781766,-1.883663547,593,593,74.634459,-1.14829774,614,614,76.76903565,-1.116369117
psbZ,all1258,502,1493177,1493679,658,658,76.48357787,578,578,72.88477701,-1.049376578,524,524,58.85593719,-1.299504885,548,548,61.14663602,-1.250822332
alr3958,alr3958,838,4778541,4779379,654,654,45.53860778,424,424,32.02834855,-1.421821912,1103,1103,74.21542922,1.629725476,841,841,56.21441625,1.23443423
rbpD (Nostoc_chromosome 4843777..4844162),asl4022,385,4843777,4844162,652,652,98.81727775,327,327,53.76501005,-1.837947722,7602,7602,1113.345211,11.26670595,4258,4258,619.4990655,6.269137135
rbcS,alr1526,430,1787849,1788279,649,662,89.83292759,428,436,64.18458564,-1.399602828,282,285,37.37137819,-2.403789529,349,351,45.72296537,-1.964722254
ftsY,all1759,1741,2113658,2115399,648,648,21.71812129,396,396,14.39823054,-1.508388217,715,715,23.15634335,1.066222213,885,885,28.4734589,1.311046132
gltS,alr4344,4780,5199506,5204286,646,646,7.885888656,556,556,7.363081424,-1.071003864,956,956,11.27697728,1.430019846,1081,1081,12.6675762,1.606360012
rbfA,alr0063,502,68433,68935,643,643,74.74003127,595,595,75.02844692,1.003858918,673,673,75.59169032,1.011394952,700,700,78.10701682,1.045049293
asr3342,asr3342,355,4038258,4038613,638,638,104.8668795,306,306,54.5639474,-1.921907863,463,463,73.53859831,-1.4260114,738,738,116.4457753,1.110415184
alr5067,alr5067,448,6039396,6039844,635,635,82.70689766,274,274,38.71553428,-2.136271634,1377,1377,173.3080102,2.095448083,1186,1186,148.2867692,1.792919011
ndhA,alr0223,1219,239672,240891,634,634,30.34810456,563,563,29.23596258,-1.038040204,737,737,34.08996003,1.123297831,788,788,36.20914249,1.193126985
cpcG4,alr0537,862,627270,628132,622,622,42.10456049,342,342,25.1149055,-1.676476963,408,408,26.68797407,-1.577660424,551,551,35.8047018,-1.175950598
alr0227,alr0227,1021,242522,243543,621,631,36.06198568,465,478,29.63567768,-1.216843633,745,752,41.52931887,1.151609322,747,754,41.36579085,1.147074685
alr2572,alr2572,1603,3073329,3074932,619,619,22.53217658,455,455,17.96762117,-1.254043391,52,52,1.829079284,-12.31886271,71,71,2.480964525,-9.082022881
asr3831,asr3831,259,4629964,4630223,617,617,139.0053192,374,374,91.40807146,-1.52071165,605,605,131.7098698,-1.055390302,768,768,166.095239,1.194884052
psbO,all3854,922,4651314,4652236,617,617,39.04813197,462,462,31.71931228,-1.231052288,448,448,27.39742853,-1.425248064,650,650,39.48918436,1.011295096
all0328,all0328,1615,375958,377573,614,614,22.18410254,285,285,11.17081968,-1.98589747,521,521,18.18979926,-1.219590289,764,764,26.49821136,1.194468486
asl7296,asl7296,283,305189,305472,613,613,124716.5902,1200,1200,216584.0579,1.736609841,441,441,82015.99405,-1.520637427,427,427,86729.5466,-1.43799426
cpcG2,alr0535,844,625665,626509,613,620,42.86425326,295,299,22.42546463,-1.911409818,314,316,21.11092903,-2.030429509,373,376,24.95405491,-1.717726976
all1682,all1682,1498,2005613,2007111,610,610,23.76096317,317,317,13.39553789,-1.773796869,615,615,23.14866831,-1.026450543,251,251,9.3855048,-2.531665976
icd,alr1827,1522,2192232,2193754,608,608,23.30960673,433,433,18.00884881,-1.294341852,871,871,32.26756639,1.384303338,980,980,36.06676177,1.547291733
chlL,all0152,967,6050792,6051759,607,607,36.62758091,442,443,28.99946329,-1.263043407,166,166,9.679308315,-3.784111397,800,802,46.45619353,1.268339114
rpoA,all4191,1048,5038361,5039409,607,608,33.85231053,391,393,23.73799182,-1.426081481,2038,2039,109.7030376,3.240636631,3551,3561,190.3296369,5.622352918
ftsH (Nostoc_chromosome 1495525..1497467),alr1261,1942,1495525,1497467,603,604,18.14820734,519,521,16.98248368,-1.068642708,970,970,28.16340875,1.551856237,792,792,22.84397541,1.25874556
rpl9,all0579,559,674055,674614,602,602,62.83920801,394,394,44.6166668,-1.408424531,1395,1395,140.7100474,2.239207843,1664,1664,166.739019,2.653423305
all3894,all3894,604,4697027,4697631,599,599,57.86765761,316,316,33.1179047,-1.747322427,829,829,77.3891901,1.337347895,526,526,48.78030749,-1.186291366
alr1208,alr1208,649,1422907,1423556,594,605,54.39471395,303,307,29.94376369,-1.816562357,1100,1144,99.39030822,1.827205274,943,974,84.0639878,1.545444064
asl3112,asl3112,346,3763634,3763980,592,592,99.83702412,214,214,39.15167822,-2.550006249,221,221,36.01462397,-2.772124574,244,244,39.50112418,-2.527447666
all7197,all7197,1342,203956,205298,591,604,25914.00942,323,330,12560.10008,-2.063200871,955,965,37846.10558,1.460449634,807,827,35422.4528,1.366922896
gap2,all5062,1114,6034534,6035648,588,588,30.79910913,389,389,22.10431794,-1.393352612,1835,1835,92.87815667,3.015611792,2368,2368,119.0672259,3.865930842
clpP (Nostoc_chromosome 4443174..4443973),alr3683,799,4443174,4443973,585,605,44.18294037,292,299,23.68847578,-1.865166032,802,812,57.30228755,1.296932415,787,819,57.41598906,1.29950584
rpl1,alr5301,817,6322159,6322976,575,575,41.0668893,480,480,37.19048902,-1.104230958,1254,1254,86.54424423,2.10739712,2382,2382,163.3109964,3.97670725
all3650,all3650,667,4403616,4404283,574,574,50.21483938,345,345,32.74205768,-1.533649469,575,575,48.60766068,-1.033064309,520,520,43.66899908,-1.149896733
sodB,alr2938,703,3575902,3576605,574,574,47.64338246,371,371,33.40652429,-1.426169991,1017,1017,81.56960094,1.712086689,721,721,57.44809974,1.205793896
alr3829,alr3829,1378,4628076,4629454,571,571,24.17869796,395,395,18.14515098,-1.332515667,513,513,20.99089022,-1.151866248,897,897,36.46187127,1.508016326
all2457,all2457,598,2952940,2953538,570,570,55.61855367,386,386,40.86004389,-1.361196621,536,536,50.53896172,-1.100508435,256,256,23.97919003,-2.319450891
ftsH (Nostoc_chromosome 4393463..4395450),all3642,1987,4393463,4395450,566,567,16.65065074,462,462,14.71827173,-1.131291163,671,673,19.09764899,1.146961118,594,595,16.77315756,1.00735748
alr3659,alr3659,1870,4415044,4416914,565,565,17.63002226,512,512,17.33169599,-1.017212757,41,41,1.236246172,-14.26093173,108,108,3.235026756,-5.449729969
alr3297,alr3297,730,3979293,3980023,563,563,45.00197294,194,194,16.82254032,-2.675099722,774,774,59.78342749,1.328462367,705,705,54.09560533,1.20207186
all0646,all0646,802,749515,750317,559,559,40.67086966,386,387,30.54564533,-1.331478488,575,575,40.42557316,-1.006067855,490,490,34.22294976,-1.188409238
all0770,all0770,577,893011,893588,556,556,56.22701108,225,225,24.68422026,-2.277852429,5,5,0.488603868,-115.0768848,38,38,3.688956308,-15.24198347
alr2771,alr2771,1792,3367099,3368891,548,548,17.84385036,308,308,10.87991292,-1.640072903,658,658,20.70382547,1.160277914,1158,1158,36.19647528,2.028512599
alr2118,alr2118,721,2537070,2537791,547,547,44.26883378,292,292,25.63659218,-1.726783086,14,14,1.094852163,-40.43361768,35,35,2.719120835,-16.28056878
ccmN,all0864,847,993504,994351,547,550,37.89006049,387,389,29.07226704,-1.303306015,666,668,44.46883602,1.173628003,1510,1517,100.3223966,2.647723316
nodM,alr3464,1726,4174648,4176374,545,545,18.42475537,370,370,13.56980606,-1.35777588,952,952,31.09989099,1.687940511,629,629,20.41294108,1.107908391
all3837,all3837,931,4635943,4636874,544,544,34.09535669,342,342,23.25354301,-1.466243517,1132,1132,68.55820773,2.010778428,1015,1015,61.06777394,1.791087699
all7013,all7013,403,9428,9831,540,540,77150.52811,210,210,26616.19223,-2.898631309,515,515,67258.71751,-1.147071056,536,536,76451.38897,-1.009144885
all1797,all1797,595,2158455,2159050,536,536,52.56465803,263,263,27.98024358,-1.878634755,175,175,16.58379012,-3.169640816,162,162,15.25084042,-3.446672877
moeB,all2906,1273,3546462,3547735,536,536,24.56871291,353,353,17.55330948,-1.399662721,1097,1097,48.58933258,1.977691414,1192,1192,52.449769,2.134819565
all2080,all2080,514,2487980,2488494,535,535,60.73467089,385,385,47.41440649,-1.280932851,945,945,103.6648203,1.706847486,1813,1813,197.5742823,3.253072413
all2740,all2740,421,3338049,3338470,534,534,74.01251815,294,294,44.20566648,-1.674276717,100,100,13.39308465,-5.526174146,359,359,47.76481288,-1.549519692
all0889,all0889,1918,1027722,1029640,532,532,16.18486379,365,365,12.0463914,-1.343544573,334,334,9.818848829,-1.648346367,322,322,9.403791618,-1.721099792
ndhF (Nostoc_chromosome 4774234..4776425),alr3956,2191,4774234,4776425,531,531,14.14158743,362,362,10.45872879,-1.352132532,1281,1281,32.96624348,2.331155794,1660,1660,42.4386381,3.000981206
alr4380,alr4380,1081,5250404,5251485,527,527,28.44663764,379,379,22.1935218,-1.281754104,271,271,14.13534155,-2.012447845,392,392,20.31215964,-1.40047332
all4446,all4446,1831,5330671,5332502,525,525,16.73081043,408,408,14.10537144,-1.18613044,1368,1368,42.12699322,2.517929026,111,111,3.395708193,-4.927045989
all1861,all1861,910,2223387,2224297,521,522,33.47149651,440,440,30.60722755,-1.093581457,220,220,13.631511,-2.455450208,340,340,20.9282663,-1.59934397
asl2850,asl2850,337,3471343,3471680,520,520,90.03667786,341,341,64.0526624,-1.405666439,1354,1354,226.5434308,2.516123831,1460,1460,242.6714488,2.69525103
alr1157,alr1157,1312,1362394,1363706,517,518,23.03784989,461,465,22.43529715,-1.026857355,1022,1028,44.17962135,1.917697249,1079,1089,46.49323578,2.018123914
thiG,all3519,2059,4240061,4242120,516,516,14.62309746,330,331,10.17617004,-1.436994213,647,647,17.71783463,1.211633491,709,709,19.28792979,1.319004394
asr5289,asr5289,262,6309059,6309321,512,512,114.0288355,258,258,62.33487928,-1.829294238,645,645,138.8101211,1.217324728,546,546,116.7312348,1.023699262
alr4393,alr4393,1591,5266313,5267904,512,512,18.7778472,393,393,15.63633905,-1.200910721,973,973,34.48302606,1.83636738,806,806,28.37661515,1.511175102
prk,alr4123,1105,4966618,4967723,507,507,26.77267098,311,311,17.81602523,-1.50272974,787,787,40.1582856,1.499973075,717,717,36.34566385,1.357565851
alr4172,alr4172,1546,5019175,5020721,506,506,19.09796296,403,403,16.50092403,-1.157387485,430,430,15.68273037,-1.21777028,503,503,18.22444131,-1.047931326
all2981,all2981,2023,3621685,3623708,496,496,14.30644775,350,350,10.951784,-1.306312081,1032,1032,28.76381748,2.010549228,592,592,16.39160772,1.145749665
thiC,all0982,1474,1147364,1148838,494,494,19.5557954,444,444,19.06769492,-1.025598295,816,816,31.21442829,1.596172779,896,896,34.04914839,1.741128279
alr2323,alr2323,2077,2798938,2801015,494,494,13.87830641,316,316,9.630820626,-1.441030515,722,722,19.60033123,1.412299934,781,781,21.06251684,1.517657574
rps13,all4193,481,5040049,5040530,491,491,59.56380527,346,347,45.66643471,-1.304323529,1431,1431,167.7479676,2.816273521,2368,2369,275.8771383,4.631623803
alr4077,alr4077,445,4907782,4908227,489,489,64.12019989,331,331,47.08479576,-1.361802655,876,876,110.9958662,1.731059267,833,833,104.8529656,1.635256375
chlD,all0278,2137,306867,309004,489,489,13.35212398,259,260,7.701610199,-1.733679534,591,591,15.5935741,1.167872177,590,590,15.46476117,1.158224803
alr0765,alr0765,715,885858,886573,486,504,41.13111797,418,496,43.9125182,1.067622772,6,9,0.709739829,-57.95238805,16,22,1.723504283,-23.86481912
all4289,all4289,697,5142650,5143347,485,485,40.60270614,283,283,25.70196723,-1.579750911,1245,1245,100.7161887,2.480528968,788,788,63.32703686,1.559675275
all5077,all5077,859,6050004,6050863,485,487,33.0812428,330,332,24.46569898,-1.352147871,380,380,24.94325591,-1.326260009,616,618,40.29870027,1.21817371
tldD,all5219,1573,6229834,6231407,480,480,17.80567877,312,312,12.55563204,-1.418142768,517,517,18.53209553,1.040796914,410,410,14.59993298,-1.219572638
secY,all4197,1414,5041752,5043166,475,476,19.6428076,344,346,15.48957128,-1.268131134,824,824,32.8579536,1.672772766,1317,1323,52.40903495,2.668103055
alr1223,alr1223,1642,1443559,1445201,475,475,16.87976812,393,393,15.15067931,-1.114126157,1051,1051,36.09044799,2.138089086,1536,1536,52.39788905,3.104182989
amt1,alr4682,973,5582383,5583356,473,477,28.60563272,388,388,25.24245516,-1.133234962,349,356,20.63003038,-1.38660158,288,291,16.75235535,-1.707558854
alr1609,alr1609,1321,1890442,1891763,473,473,20.89317022,694,694,33.25595019,1.591713935,227,227,9.68915156,-2.156346723,588,588,24.93275311,1.19334466
